"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL34729";"";"None";"258.32";"0";"2.59";"31";"COc1cccc2[nH]c(CNC(=O)C3CCC3)cc12";"pRA1";"'='";"-3.26";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL514280";"";"None";"363.50";"0";"4.82";"table 1, R2C1";"COc1ccc2c(c1)[C@@H](CCNC(=O)C1CCC1)C[C@@H](c1ccccc1)C2";"Ki";"'='";"797.0";"nM";"6.10";"";"";"UO_0000065";"16.78";"0.31";"1.28";"15.91";"0";"CHEMBL1031363";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143397";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL316952";"";"None";"232.28";"0";"1.86";"5f";"COc1cccc2cc(CCNC(C)=O)[nH]c12";"IAr";"'='";"0.06";"";"";"";"";"";"";"";"";"";"0";"CHEMBL879946";"The relative intrinsic values (IAr) obtained by dividing the maximal analogue-induced G-protein activation by that of melatonin-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134444";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL14701";"";"None";"318.42";"0";"4.29";"N-CBCPT";"O=C(NCCc1c(-c2ccccc2)[nH]c2ccccc12)C1CCC1";"Activity";"";"";"";"";"";"Antagonist";"";"";"";"";"";"0";"CHEMBL713262";"Inhibitory activity against human Melatonin receptor type 1A; antagonist";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"ANTAGONIST";""
"CHEMBL329979";"";"None";"308.38";"0";"3.32";"5j";"COc1cccc2c1cc(CCNC(C)=O)n2-c1ccccc1";"IAr";"'='";"0.61";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714097";"The relative intrinsic values (IAr) of melatonin receptor type 1A obtained by dividing the maximal analogue-induced G-protein activation by that MLT.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134444";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL3613642";"";"None";"500.50";"1";"3.58";"26, RN-9893";"CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])cc2)CC1";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3616212";"Binding affinity to human MT1 receptor assessed as inhibition of control specific binding at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612012";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";""
"CHEMBL3648361";"";"None";"376.50";"0";"4.95";"BDBM103448";"CC(=O)NCCC1CCc2ccc3nc(CCCCc4ccccc4)oc3c21";"IC50";"'='";"0.022";"nM";"10.66";"";"221302";"UO_0000065";"28.31";"0.52";"5.71";"19.33";"0";"CHEMBL3705070";"Binding Assay: Binding assay using melatonin receptors 1 or 2.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638653";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL2442081";"";"None";"431.52";"0";"4.07";"16e, ML300, SID 99289112";"O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1";"Inhibition";"'='";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2445668";"Inhibition of melatonin MT1 receptor (unknown origin) at 10 uM by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2439951";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL4848885";"";"None";"291.35";"0";"1.97";"14a";"CCOc1nc2ccc(OC)cc2n1CCCNC(C)=O";"EC50";"'='";"0.036";"nM";"10.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4834840";"Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834400";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST";""
"CHEMBL4860729";"";"None";"317.39";"0";"2.36";"8f";"CCOc1nc2ccc(OC)cc2n1CCNC(=O)C1CCC1";"EC50";"'='";"3.58";"nM";"8.45";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4834853";"Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in cAMP levels incubated at 28 degreeC by cellular dielectric spectroscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834400";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST";""
"CHEMBL113692";"";"None";"233.27";"0";"1.18";"4";"COc1ccc2ncn(CCNC(C)=O)c2c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4834838";"Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells incubated for 60 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834400";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL319970";"";"None";"232.28";"0";"1.86";"5h";"COc1ccc2[nH]c(CCNC(C)=O)cc2c1";"Ki";"'='";"16218.1";"nM";"4.79";"";"";"UO_0000065";"20.62";"0.38";"2.93";"8.85";"1";"CHEMBL715955";"Binding affinity towards melatonin receptor type 1A stably expressed in NIH3T3 rat fibroblast cells using 2-[125I]iodomelatonin (100 pM) as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134444";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307716";"";"";""
"CHEMBL337882";"";"None";"253.34";"0";"3.40";"21c";"CCCC(=O)NCC1Cc2cccc3cccc1c23";"Ki";"'='";"0.79";"nM";"9.10";"";"";"UO_0000065";"35.93";"0.65";"5.70";"31.28";"0";"CHEMBL713111";"Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133479";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";""
"CHEMBL340745";"";"None";"297.40";"0";"3.79";"17b";"CCC(=O)NCCC1CCc2c(OC)ccc3cccc1c23";"Ki";"'='";"2.08";"nM";"8.68";"";"";"UO_0000065";"29.19";"0.54";"4.89";"22.65";"0";"CHEMBL713111";"Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133479";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";""
"CHEMBL130542";"";"None";"269.34";"0";"3.01";"20b";"CCC(=O)NCC1Cc2cccc3ccc(OC)c1c23";"Ki";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"37.13";"0.68";"6.99";"26.09";"0";"CHEMBL713111";"Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133479";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";""
"CHEMBL131252";"";"None";"297.40";"0";"3.79";"14c";"CCCC(=O)NCC1CCc2cccc3ccc(OC)c1c23";"Ki";"'='";"0.008";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL713111";"Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133479";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";""
"CHEMBL207960";"";"None";"272.35";"0";"2.73";"19a";"COc1ccc2[nH]cc(C3(CNC(C)=O)CCC3)c2c1";"Ki";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"29.69";"0.55";"5.36";"14.94";"0";"CHEMBL866344";"Displacement of 2-[125I]iodomelatonin from human recombinant MT1 receptor expressed in NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148634";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"";""
"CHEMBL379403";"";"None";"300.40";"0";"3.13";"13a";"COc1ccc2c(c1)c(C1(CNC(C)=O)CCCC1)cn2C";"Ki";"'='";"148.0";"nM";"6.83";"";"";"UO_0000065";"22.74";"0.42";"3.70";"15.79";"0";"CHEMBL866344";"Displacement of 2-[125I]iodomelatonin from human recombinant MT1 receptor expressed in NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148634";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"";""
"CHEMBL207745";"";"None";"302.42";"0";"3.38";"6f";"CCCC(=O)NCC(C)(C)c1cn(C)c2ccc(OC)cc12";"Ki";"'='";"8.51";"nM";"8.07";"";"";"UO_0000065";"26.68";"0.50";"4.69";"18.65";"0";"CHEMBL866344";"Displacement of 2-[125I]iodomelatonin from human recombinant MT1 receptor expressed in NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148634";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"";""
"CHEMBL288084";"";"None";"260.34";"0";"2.64";"6";"CCCC(=O)NCCc1c[nH]c2ccc(OC)cc12";"pRA1";"'='";"0.16";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL218225";"";"None";"311.38";"0";"3.27";"18g";"COc1cccc(C(=CCNC(C)=O)c2cccc(OC)c2)c1";"Activity";"";"";"";"";"";"Partial agonist";"";"";"";"";"";"0";"CHEMBL854839";"Activity at human MT1 receptor expressed in NIH3T3 cells assessed as inhibition of MLT-stimulated [35S]GTP-gamma-S binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137301";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"PARTIAL AGONIST";""
"CHEMBL99091";"";"None";"232.28";"0";"1.86";"5b";"COc1ccc2cc(CCNC(C)=O)[nH]c2c1";"G-protein activation";"'='";"90.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714094";"Specific binding of [35S]GTP-gamma-S, to the alpha subunit of the G-protein-coupled Melatonin receptor type 1A was measured; expressed as % G-protein activation.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL99084";"";"None";"246.31";"0";"2.25";"5g";"CCC(=O)NCCc1cc2c(OC)cccc2[nH]1";"Activity";"";"";"";"";"";"Partial agonist";"";"";"";"";"";"0";"CHEMBL715637";"Inhibitory activity against human Melatonin receptor type 1A; partial agonist";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"PARTIAL AGONIST";""
"CHEMBL336509";"";"None";"299.37";"0";"3.02";"15a";"COc1ccc2ccc(OC)c3c2c1CCC3CNC(C)=O";"Ki";"'='";"0.015";"nM";"10.82";"";"";"UO_0000065";"36.16";"0.67";"7.80";"22.76";"0";"CHEMBL713111";"Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133479";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";""
"CHEMBL344488";"";"None";"265.38";"0";"2.63";"16";"CC(=O)NCCCCc1cccc2c1SCCO2";"IC50";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"26.00";"0.52";"4.27";"18.00";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL341761";"";"None";"251.35";"0";"2.24";"127";"CNC(=O)CCCc1cccc2c1SCCO2";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"31.83";"0.64";"5.76";"20.87";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL69015";"";"None";"400.26";"0";"1.74";"3b";"CCC(=O)NCCc1cc[n+](C)c2ccc(OC)cc12.[I-]";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL714105";"Binding affinity against human Melatonin receptor type 1A by displacement of [125I]iodomelatonin stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130511";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"CHEMBL3308072";"";"";""
"CHEMBL45";"MELATONIN";"4.0";"232.28";"0";"1.86";"Melatonin";"COc1ccc2[nH]cc(CCNC(C)=O)c2c1";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"39.70";"0.74";"7.36";"17.04";"0";"CHEMBL714098";"In vitro receptor binding at MT1 (Melatonin) receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136666";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL9935";"";"None";"388.51";"0";"4.72";"27d";"CCOc1ccc2c(c1)c(CCNC(=O)C1CC1)c1n2CCCc2ccccc2-1";"Ki";"'='";"2950.0";"nM";"5.53";"";"";"UO_0000065";"14.23";"0.26";"0.81";"12.78";"0";"CHEMBL715945";"Binding affinity towards recombinant human melatonin receptor type 1A expressed in NIH 3T3 cells using 2-[121I]iodomelatonin radioligand binding assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133600";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307716";"";"";""
"CHEMBL9791";"";"None";"344.46";"0";"4.32";"23d";"O=C(NCCc1c2n(c3ccccc13)CCCc1ccccc1-2)C1CC1";"Ki";"'='";"117.0";"nM";"6.93";"";"";"UO_0000065";"20.12";"0.36";"2.61";"20.37";"0";"CHEMBL715945";"Binding affinity towards recombinant human melatonin receptor type 1A expressed in NIH 3T3 cells using 2-[121I]iodomelatonin radioligand binding assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133600";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307716";"";"";""
"CHEMBL4278248";"";"None";"283.37";"0";"3.19";"19a";"COc1ccc2ccc3c(c2c1)C(C)(CNC(C)=O)CC3";"EC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4252026";"Agonist activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251551";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL10878";"AGOMELATINE";"4.0";"243.31";"0";"2.53";"1; Ag";"COc1ccc2cccc(CCNC(C)=O)c2c1";"Emax";"'='";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL4252027";"Agonist activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251551";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4281915";"";"None";"300.43";"0";"2.97";"(-)-17k";"CNC(=S)NCC1CCc2ccc3ccc(OC)cc3c21";"Emax";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4252027";"Agonist activity at human MT1 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251551";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL395437";"";"None";"298.39";"0";"2.84";"3e";"COc1cccc(N(CCNC(C)=O)Cc2ccccc2)c1";"Ki";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"24.46";"0.45";"4.46";"17.56";"0";"CHEMBL903003";"Displacement of 2-[125I]iodomelatonin from human cloned MT1 receptor expressed in rat NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138357";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307716";"";"";""
"CHEMBL18808";"";"None";"302.42";"0";"2.48";"9";"COc1ccc2c(c1)C(N1CCN(C(=O)C(C)C)CC1)CC2";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"22.47";"0.42";"4.32";"20.73";"0";"CHEMBL714098";"In vitro receptor binding at MT1 (Melatonin) receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136666";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL342649";"";"None";"249.31";"0";"1.92";"112";"CNC(=O)CCCCc1cccc2c1OCCO2";"IC50";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"29.28";"0.55";"5.38";"15.35";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL138549";"";"None";"245.28";"0";"2.42";"38";"COc1ccc2cccc(CONC(C)=O)c2c1";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"33.02";"0.61";"5.68";"17.03";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL7898";"";"None";"281.31";"0";"3.45";"36";"C#CCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1";"Ki";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL713258";"Binding affinity towards human melatonin receptor type 1A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146665";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL344454";"";"None";"286.38";"0";"3.10";"22";"CCCNC(=O)NCCc1cccc2ccc(OC)cc12";"IC50";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"25.49";"0.47";"4.20";"14.50";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL337764";"";"None";"347.41";"0";"3.76";"142";"COc1ccc2cc(C(=O)c3ccccc3)cc(CCNC(C)=O)c2c1";"IC50";"'='";"0.3162";"nM";"9.50";"";"";"UO_0000065";"27.35";"0.50";"5.74";"17.15";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL8032";"";"None";"313.35";"0";"3.99";"55";"CCCC(=O)Nc1ccc(Oc2cccc3c2OCCO3)cc1";"Ki";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"22.45";"0.42";"3.05";"12.39";"0";"CHEMBL713258";"Binding affinity towards human melatonin receptor type 1A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146665";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL45";"MELATONIN";"4.0";"232.28";"0";"1.86";"1";"COc1ccc2[nH]cc(CCNC(C)=O)c2c1";"Intrinsic activity";"'='";"1.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714101";"Relative Intrinsic activity evaluated on [35S]GTP-gamma-S, binding in NIH3T3 cells stably transfected with human Melatonin receptor type 1A";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
