"Molecule ChEMBL ID","Molecule Name","Molecule Max Phase","Molecular Weight","#RO5 Violations","AlogP","Compound Key","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","pChEMBL Value","Data Validity Comment","Comment","Uo Units","Ligand Efficiency BEI","Ligand Efficiency LE","Ligand Efficiency LLE","Ligand Efficiency SEI","Potential Duplicate","Assay ChEMBL ID","Assay Description","Assay Type","BAO Format ID","BAO Label","Assay Organism","Assay Tissue ChEMBL ID","Assay Tissue Name","Assay Cell Type","Assay Subcellular Fraction","Assay Parameters","Assay Variant Accession","Assay Variant Mutation","Target ChEMBL ID","Target Name","Target Organism","Target Type","Document ChEMBL ID","Source ID","Source Description","Document Journal","Document Year","Cell ChEMBL ID","Properties","Action Type","Standard Text Value"
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.389,"nM",9.41,,,"UO_0000065",40.51,"0.76","7.55","17.39",1,"CHEMBL892166","Displacement of 2[125I]iodomelatonin from recombinant human MT1 receptor expressed in NIH 3T3 cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","NIH3T3","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1147887",1,"Scientific Literature","Eur J Med Chem",2007,"CHEMBL3307716",,,
"CHEMBL3648366",,"None",284.36,"0","3.26","3d","CC(=O)NCCC1CCc2ccc3nc(C4CC4)oc3c21","Ki","'='",0.39,"nM",9.41,,,"UO_0000065",33.09,"0.61","6.15","17.07",0,"CHEMBL4835153","Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay","B","BAO_0000249","cell membrane format","Homo sapiens","None","None","CHO","Cell membrane",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 2.5 hr","AGONIST",
"CHEMBL4874954",,"None",305.38,"0","2.36","8c","CCCC(=O)NCCn1c(OCC)nc2ccc(OC)cc21","Ki","'='",0.39,"nM",9.41,,,"UO_0000065",30.81,"0.58","7.05","14.39",0,"CHEMBL4834838","Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells incubated for 60 mins by scintillation counting analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 1.0 hr","AGONIST",
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4,"nM",9.4,,,"UO_0000065",40.46,"0.76","7.54","17.37",0,"CHEMBL715946","Binding affinity against human MT1 melatonin receptor expressed in NIH3T3 cells.","B","BAO_0000219","cell-based format","None","None","None","NIH3T3","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1136485",1,"Scientific Literature","Bioorg Med Chem Lett",2003,"CHEMBL3307716",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4,"nM",9.4,,,"UO_0000065",40.46,"0.76","7.54","17.37",1,"CHEMBL713115","Binding affinity against human Melatonin receptor type 1A by using 2-[125I]iodomelatonin as radioligand","B","BAO_0000357","single protein format","None","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1146812",1,"Scientific Literature","Bioorg Med Chem Lett",2004,"None",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4,"nM",9.4,,,"UO_0000065",40.46,"0.76","7.54","17.37",1,"CHEMBL715944","Binding of 2-[125I]iodomelatonin to membrane preparations of NIH3T3 cells stably expressing human Melatonin receptor type 1A","B","BAO_0000219","cell-based format","None","None","None","NIH3T3","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1147593",1,"Scientific Literature","Bioorg Med Chem Lett",2004,"CHEMBL3307716",,,
"CHEMBL4279639",,"None",284.36,"0","2.81","(-)-17g","CNC(=O)NCC1CCc2ccc3ccc(OC)cc3c21","Ki","'='",0.4,"nM",9.4,,,"UO_0000065",33.05,"0.61","6.59","18.66",0,"CHEMBL4252022","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins by filter binding method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4251551",1,"Scientific Literature","Eur J Med Chem",2017,"None",,,
"CHEMBL4281712",,"None",270.33,"0","2.41","24a","COc1ccc2ccc3c(c2n1)C(CNC(C)=O)CC3","Ki","'='",0.4,"nM",9.4,,,"UO_0000065",34.76,"0.64","6.99","18.35",0,"CHEMBL4252022","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins by filter binding method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4251551",1,"Scientific Literature","Eur J Med Chem",2017,"None",,,
"CHEMBL130203",,"None",269.34,"0","3.01","22a","COc1ccc2cccc3c2c1C(CCNC(C)=O)C3","Ki","'='",0.41,"nM",9.39,,,"UO_0000065",34.85,"0.64","6.38","24.49",0,"CHEMBL713111","Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1133479",1,"Scientific Literature","J Med Chem",2000,"CHEMBL3307715",,,
"CHEMBL4873903",,"None",275.31,"0","1.12","19a","COc1nc2ccc3c(c2n1CCNC(C)=O)CCO3","EC50","'='",0.42,"nM",9.38,,,"UO_0000065",,,,,0,"CHEMBL4834853","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in cAMP levels incubated at 28 degreeC by cellular dielectric spectroscopic analysis","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
"CHEMBL4859677",,"None",277.32,"0","1.58","8a","CCOc1nc2ccc(OC)cc2n1CCNC(C)=O","Ki","'='",0.42,"nM",9.38,,,"UO_0000065",33.81,"0.64","7.80","14.34",0,"CHEMBL4834838","Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells incubated for 60 mins by scintillation counting analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 1.0 hr","AGONIST",
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","IC50","'='",0.44,"nM",9.36,,,"UO_0000065",40.28,"0.75","7.50","17.29",0,"CHEMBL2395686","Binding affinity to human MT1A receptor by radioligand displacement assay","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL2390830",1,"Scientific Literature","Eur J Med Chem",2013,"None",,,
"CHEMBL131424",,"None",297.4,"0","3.79","13c","CCCC(=O)NCC1CCc2c(OC)ccc3cccc1c23","Ki","'='",0.45,"nM",9.35,,,"UO_0000065",31.43,"0.58","5.56","24.39",0,"CHEMBL713111","Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1133479",1,"Scientific Literature","J Med Chem",2000,"CHEMBL3307715",,,
"CHEMBL3648354",,"None",244.29,"0","2.38","3a","CC(=O)NCCC1CCc2ccc3ncoc3c21","Ki","'='",0.45,"nM",9.35,,,"UO_0000065",38.26,"0.71","6.97","16.95",0,"CHEMBL4835153","Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay","B","BAO_0000249","cell membrane format","Homo sapiens","None","None","CHO","Cell membrane",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 2.5 hr","AGONIST",
"CHEMBL3648367",,"None",274.32,"0","2.39","3g","COc1nc2ccc3c(c2o1)C(CCNC(C)=O)CC3","Ki","'='",0.45,"nM",9.35,,,"UO_0000065",34.07,"0.64","6.96","14.52",0,"CHEMBL4835153","Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay","B","BAO_0000249","cell membrane format","Homo sapiens","None","None","CHO","Cell membrane",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 2.5 hr","AGONIST",
"CHEMBL5209359",,"None",505.57,"1","4.47","MCS-0380","CCN(CC)c1ccc2c(COC(=O)n3cc(CCNC(C)=O)c4cc(OC)ccc43)cc(=O)oc2c1","EC50","'='",0.4467,"nM",9.35,,,"UO_0000065",,,,,0,"CHEMBL5142151","Agonist activity at human melatonin MT1 receptor stably expressing in human HEK293 cells assessed as inhibition of forskolin-stimulated cAMP accumulation after 30 mins in presence of light-activated compounds by cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL5137083",1,"Scientific Literature","J Med Chem",2022,"None","TIME = 0.5 hr","AGONIST",
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","MLT","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4571,"nM",9.34,,,"UO_0000065",40.21,"0.75","7.48","17.26",0,"CHEMBL1031363","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1143397",1,"Scientific Literature","J Med Chem",2009,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","1","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.46,"nM",9.34,,,"UO_0000065",40.2,"0.75","7.48","17.25",1,"CHEMBL4324458","Displacement of 2-[1251]-iodomelatonin from human MT1 receptor expressed in CHO cells incubated for 1 hr by gamma counting method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4321851",1,"Scientific Literature","Eur J Med Chem",2020,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","1","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4571,"nM",9.34,,,"UO_0000065",40.21,"0.75","7.48","17.26",1,"CHEMBL1052326","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells by gamma counting","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1152952",1,"Scientific Literature","Bioorg Med Chem",2009,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4571,"nM",9.34,,,"UO_0000065",40.21,"0.75","7.48","17.26",1,"CHEMBL3225978","Displacement of 2-[125I]-iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3217409",1,"Scientific Literature","Medchemcomm",2011,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.4571,"nM",9.34,,,"UO_0000065",40.21,"0.75","7.48","17.26",1,"CHEMBL3745570","Displacement of 2-[125I]-iodomelatonin from human melatonin receptor MT1 expressed in CHO cells after 1 hr by gamma counting analysis","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3739270",1,"Scientific Literature","Medchemcomm",2015,"CHEMBL3308072",,,
"CHEMBL1802029",,"None",313.28,"0","1.97","4h","CC(=O)NCCc1c(C(F)(F)F)nn2ccc3c(c12)CCO3","Ki","'='",0.48,"nM",9.32,,,"UO_0000065",29.75,"0.58","7.35","16.75",0,"CHEMBL1803861","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1799975",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL429392",,"None",498.62,"1","5.20","2a","CC(=O)NCCc1cccc2ccc(OCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.5,"nM",9.3,,,"UO_0000065",18.65,"0.34","4.10","12.13",1,"CHEMBL3745573","Displacement of 2-[125I]-iodomelatonin from human melatonin receptor MT1 expressed in HEK293 cells after 120 mins","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3739270",1,"Scientific Literature","Medchemcomm",2015,"CHEMBL3307715",,,
"CHEMBL429392",,"None",498.62,"1","5.20","5","CC(=O)NCCc1cccc2ccc(OCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.5,"nM",9.3,,,"UO_0000065",18.65,"0.34","4.10","12.13",0,"CHEMBL714104","Binding affinity for human Melatonin receptor type 1A stably transfected in human embryonic kidney cells (HEK 293) using 2-[125I]iodomelatonin as radioligand","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1136735",1,"Scientific Literature","J Med Chem",2003,"CHEMBL3307715",,,
"CHEMBL429392",,"None",498.62,"1","5.20","57a","CC(=O)NCCc1cccc2ccc(OCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.5,"nM",9.3,,,"UO_0000065",18.65,"0.34","4.10","12.13",1,"CHEMBL3268986","Binding affinity to MT1 receptor (unknown origin) expressed in HEK cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3259722",1,"Scientific Literature","J Med Chem",2014,"CHEMBL3307715",,,
"CHEMBL1774518",,"None",333.43,"0","3.70","14","CC(=O)NCCC1=C(Cc2ccccc2)Cc2ccc3c(c21)CCO3","EC50","'='",0.5129,"nM",9.29,,,"UO_0000065",,,,,0,"CHEMBL1775440","Agonist activity at human MT1 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by EnVision Multilabel Plate Readers","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1772997",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","1","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.53,"nM",9.28,,,"UO_0000065",39.93,"0.75","7.42","17.14",0,"CHEMBL713258","Binding affinity towards human melatonin receptor type 1A","B","BAO_0000357","single protein format","None","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1146665",1,"Scientific Literature","Bioorg Med Chem Lett",2004,"None",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","IC50","'='",0.53,"nM",9.28,,,"UO_0000065",39.93,"0.75","7.42","17.14",0,"CHEMBL2395007","Binding affinity to human ML1A receptor by radioligand displacement assay","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL2390917",1,"Scientific Literature","Bioorg Med Chem",2013,"None",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","Ki","'='",0.525,"nM",9.28,,,"UO_0000065",39.95,"0.75","7.42","17.15",1,"CHEMBL973545","Displacement of 2-[125I]iodomelatonin from human melatonin MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1156550",1,"Scientific Literature","Bioorg Med Chem",2008,"CHEMBL3308072",,,
"CHEMBL3648367",,"None",274.32,"0","2.39","BDBM103454","COc1nc2ccc3c(c2o1)C(CCNC(C)=O)CC3","IC50","'='",0.54,"nM",9.27,,"221308","UO_0000065",33.78,"0.63","6.88","14.40",0,"CHEMBL3705070","Binding Assay: Binding assay using melatonin receptors 1 or 2.","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3638653",37,"BindingDB Database",,2013,"None",,,
"CHEMBL1094546",,"None",497.59,"1","6.12","42","CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc(-c4ccc(C(=O)O)cc4)cc3)cc12","Ki","'='",0.55,"nM",9.26,,,"UO_0000065",18.61,"0.34","3.14","10.91",0,"CHEMBL1108334","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1157828",1,"Scientific Literature","Bioorg Med Chem",2010,"CHEMBL3308072",,,
"CHEMBL5209359",,"None",505.57,"1","4.47","MCS-0380","CCN(CC)c1ccc2c(COC(=O)n3cc(CCNC(C)=O)c4cc(OC)ccc43)cc(=O)oc2c1","EC50","'='",0.5888,"nM",9.23,,,"UO_0000065",,,,,0,"CHEMBL5142150","Agonist activity at human melatonin MT1 receptor stably expressing in human HEK293 cells assessed as inhibition of forskolin-stimulated cAMP accumulation after 30 mins under dark condition by cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL5137083",1,"Scientific Literature","J Med Chem",2022,"None","TIME = 0.5 hr","AGONIST",
"CHEMBL4084612",,"None",259.31,"0","1.71","11f","CNC(=O)NCCc1cccc2ccc(OC)nc12","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",35.56,"0.66","7.51","14.58",0,"CHEMBL3993986","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in HEK or CHO cell membranes after 120 mins","B","BAO_0000219","cell-based format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3992543",1,"Scientific Literature","Eur J Med Chem",2017,"None",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","IC50","'='",0.6,"nM",9.22,,,"UO_0000065",39.7,"0.74","7.36","17.04",0,"CHEMBL714098","In vitro receptor binding at MT1 (Melatonin) receptor.","B","BAO_0000357","single protein format","None","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1136666",1,"Scientific Literature","Bioorg Med Chem Lett",2003,"None",,,
"CHEMBL14453",,"None",512.65,"2","5.59","2b","CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",17.99,"0.33","3.63","12.03",1,"CHEMBL3745573","Displacement of 2-[125I]-iodomelatonin from human melatonin receptor MT1 expressed in HEK293 cells after 120 mins","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3739270",1,"Scientific Literature","Medchemcomm",2015,"CHEMBL3307715",,,
"CHEMBL14453",,"None",512.65,"2","5.59","4","CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",17.99,"0.33","3.63","12.03",1,"CHEMBL1108334","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1157828",1,"Scientific Literature","Bioorg Med Chem",2010,"CHEMBL3308072",,,
"CHEMBL4292336",,"None",299.37,"0","2.64","17b","COCC(=O)NCC1CCc2ccc3ccc(OC)cc3c21","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",30.8,"0.57","6.58","19.39",0,"CHEMBL4252022","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins by filter binding method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4251551",1,"Scientific Literature","Eur J Med Chem",2017,"None",,,
"CHEMBL4279639",,"None",284.36,"0","2.81","17g","CNC(=O)NCC1CCc2ccc3ccc(OC)cc3c21","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",32.43,"0.60","6.41","18.31",0,"CHEMBL4252022","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins by filter binding method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4251551",1,"Scientific Literature","Eur J Med Chem",2017,"None",,,
"CHEMBL18846",,"None",300.4,"0","3.10","25","CC(C)C1Nc2cccc([C@@H]3C[C@H]3CNC(=O)C3CC3)c2O1","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",30.7,"0.57","6.12","18.31",0,"CHEMBL715944","Binding of 2-[125I]iodomelatonin to membrane preparations of NIH3T3 cells stably expressing human Melatonin receptor type 1A","B","BAO_0000219","cell-based format","None","None","None","NIH3T3","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1147593",1,"Scientific Literature","Bioorg Med Chem Lett",2004,"CHEMBL3307716",,,
"CHEMBL14453",,"None",512.65,"2","5.59","6","CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",17.99,"0.33","3.63","12.03",0,"CHEMBL714104","Binding affinity for human Melatonin receptor type 1A stably transfected in human embryonic kidney cells (HEK 293) using 2-[125I]iodomelatonin as radioligand","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1136735",1,"Scientific Literature","J Med Chem",2003,"CHEMBL3307715",,,
"CHEMBL323332",,"None",233.27,"0","2.12","S21767","COc1ccc2occ(CCNC(C)=O)c2c1","IC50","'='",0.6,"nM",9.22,,,"UO_0000065",39.53,"0.74","7.10","17.92",0,"CHEMBL973055","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in HEK293 cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1157185",1,"Scientific Literature","Bioorg Med Chem",2008,"CHEMBL3307715",,,
"CHEMBL14453",,"None",512.65,"2","5.59","57b","CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",17.99,"0.33","3.63","12.03",1,"CHEMBL3268986","Binding affinity to MT1 receptor (unknown origin) expressed in HEK cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3259722",1,"Scientific Literature","J Med Chem",2014,"CHEMBL3307715",,,
"CHEMBL186586",,"None",361.49,"1","5.24","3a","CC(=O)NC[C@@H]1CC1c1cccc2oc(CCCCc3ccccc3)cc12","EC50","'='",0.6,"nM",9.22,,,"UO_0000065",,,,,0,"CHEMBL838055","Agonist activity towards human Melatonin receptor type 1A was determined by its ability to inhibit forskolin stimulated cAMP accumulation","F","BAO_0000019","assay format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1137903",1,"Scientific Literature","Bioorg Med Chem Lett",2004,"None",,,
"CHEMBL4288497",,"None",319.43,"0","2.60","19b","COc1ccc2ccc3c(c2c1)C(C)(CNS(C)(=O)=O)CC3","Ki","'='",0.6,"nM",9.22,,,"UO_0000065",28.87,"0.57","6.62","16.65",0,"CHEMBL4252022","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cell membranes after 120 mins by filter binding method","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4251551",1,"Scientific Literature","Eur J Med Chem",2017,"None",,,
"CHEMBL5173623",,"None",411.41,"0","3.42","MCS-0378","COc1ccc2c(c1)c(CCNC(C)=O)cn2C(=O)OCc1ccccc1[N+](=O)[O-]","EC50","'='",0.6166,"nM",9.21,,,"UO_0000065",,,,,0,"CHEMBL5142151","Agonist activity at human melatonin MT1 receptor stably expressing in human HEK293 cells assessed as inhibition of forskolin-stimulated cAMP accumulation after 30 mins in presence of light-activated compounds by cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL5137083",1,"Scientific Literature","J Med Chem",2022,"None","TIME = 0.5 hr","AGONIST",
